order_id,products
1527687,24852 47766 47766 47626 47626 47626 47626
2611983,13176 12341 12341 12341
1005585,24852 47766 47766
3345120,23909 24852 5077 16797 16797
2722230,24852 32655 32655 11712 5450
329674,24852 5785 28204 28204 28204 28204 26209 26209
1032985,26209 26209 26209 27344 44632 27086 31215 46886 40198 22151 22151 40198 40198 22151 22151 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198 40198
2362450,19660
2305709,None
191670,24852 47766 47766 47766 47766 47766 47766 47766
1535030,24964 22935
1825491,30233 13176 30233 30233 30233 30233 30233 30233 21137
1226835,22035 27966 13176 21137 21137
2825929,14947
2341493,24852 5450 21137 21137
379778,26209
222419,45190 45793 9076
109805,None
2279852,47141 48097 37265 10631
220301,24852
1644858,15424 42240 42240
203873,13176 21137 21137 21137
171702,13176 47766 47209 26209 30391 30391 30391 30391 30391
1300500,13176
2087721,None
2676581,25931 25931
2236897,None
428042,196 13176 37710 37710
2737572,13176 21903 24964 24964 24964 24964
1517914,3298
2302357,None
3074733,47209 47209 13176 47209 47209 27344 27344 27344 27344 38164
1123314,1511 24852 16797 16797 16797 16797 16797 16797 16797 16797 16797 16797 16797 16797 16797 16797 9076 9076 39275 39275
270721,21903
1383831,None
604880,None
2643644,13176 16797 16797
1829552,49464
1977145,None
471957,13176 21137 21137
2755201,24852 47766 47766 47766 21903 21903 43961 43961 43961 43961 43961 21903 21903
577189,None
1620014,None
3070450,21292
797044,24852 47626
670198,1463
41564,None
1015361,24852 16797 16797 33651 33651 40332 49319 40332 40332 40332 40332 40332
36535,None
1805600,21903 21288
450428,None
2004016,13718
1270955,13176
264247,43631 36316 26604
360019,None
2745865,47766 24852 47766 47766 47626 38944 38944 38944 39225 39225 17766 30192 30192 30192
3372822,11520 13176 47209
2123779,44632 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221
2177280,47766
3110858,5785 3765 21137
3331154,47209 30391 30391 13176 21137
1876165,24852 47766 47766 47766 47626 47626 47626 47626
1682085,6104
2362967,24852 21903 21903
1453010,43154
142731,13176 8859
2990246,196 19863 38732 22989 22989 22989 49181 29634
1608530,13176 35951 18689 18689 48220 48220 48220 48220 48220 48220 48220 48220 48220 48220 48220 48220
601069,20561
1570363,27845
496673,13176 47209 47209 47209 47209 21903 21903 21903 21903 21137 21137
196806,None
331921,None
1799760,None
3345760,21903 13176 21903
3330689,19660 5479 5479 24489 7673 17948 17948 28601
1836703,24964 24964 24964 24964 24964 24964 24964 24964 24964 24964
3247699,None
3293230,None
1984060,24852 30489 30489
3305310,47766 47766
1357213,24852 44632 44632 44632 44632 44632
2220731,33198
411715,19819 21137 47209 48364
2146519,None
2554684,20114 5818 5025 12232 12232 5818 5025 12232 12232 5025 5025 5025 5025 5025 5025 5025 5025 5025 5025 5025 5025 5025 5025
2337867,27845 13176 27845 27845
2661505,13176 47209 47209 47209
1929742,24852 24852 24852 24852 24852 28204 28204 28204 28204 28204 28204 8424 5450 5450
3143869,None
1658964,5479 38944 38944
2582371,None
1444658,35133
2630853,13176
1606529,None
2859235,24852
1389491,27966 27966 27966 27966 21137 18883 18883 25757 23291 21137 21137 21137
2219140,None
599411,13176 47209 47209 47209 47209 3957 3957 3957 3957 12658
1593570,39990 39990
1254436,43352 13176 16797
1575530,22089
2074311,2120 33198
1843131,13176 47209 47209 47209 47209 47209 47209 47209 47209 47209 21137
1195026,13176
831812,15134 5782 5782 36307 5782 10673 5782
2266956,10957
1895373,13176 47766 21137 21137 21137 21137
1325444,22610 45064 45064 45064 45064 45064 45064 45064
909415,24852
3299846,47209 13176 47209 47209 21137
2091322,None
720677,13176 43352 43352
419340,None
3274255,None
965651,26165 13176 21903
366094,49235 49235
2181582,None
3373031,28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204
1398743,14947 44632 14947
201076,None
3341530,13176 27966 47209 39275 39275
2721890,None
2961541,49610 30489
252620,27845 27845 27845 27845 27845
2227483,13176 47766 21903 21903 21903 21903 21903 21137 21137 21137 21137
2206983,47209 47209 18689 18689 20186 20186 23634 10749 10749 10749 10749 10749
1119816,None
2288453,24852 5077 5077 5077 5077 5077 5077 5077 5077 16797 5077 35004 35004 35004 35004 5077 5077
959049,None
2351601,44177 35042 35042 4605 20114 3880 31196
772694,47031 32756
547631,13176 27966 27966 21137 21137 21137
2015680,38928
1670867,47209 13176 47209 47766 21903 10749 10749 10749
1838759,13176 47209 35221 47209
3386497,None
1324505,47766 47766 47766 47626 15290 8518 30489 30489
268623,8859
3162851,13176 21903 21903 47626 47626 47626 47626 47626 47626 47626
2754485,40396 24852 40396
2991330,24852 16797 16797 16797 16797 16797 16797 16797 16797 16797 16797 16797
1618831,13176 21137 47209
2889855,23909 23909 23909 23909 23909 23909 23909 3696 23909
313272,10070 30233 27966 13176 47209 47209 47209 47209 47209 47209 21137 21137
2639707,7815 32650 27360 27360 27360 27360
3354065,9881 40406 16848 3579 3579 3579 3579 3579 3579 3579 16848 3579 16848 3579 3579 3579 3579 3579 16848 16848 3579 3579 3579 3579 3579 16848 16848 3579 3579 3579 3579 3579 16848 16848 3579 3579 3579 3579 3579 16848 16848 3579 3579 3579 3579 3579 16848 16848 3579 3579 3579 3579 3579 16848 16848 3579 3579 3579 3579 3579 16848 16848 3579 3579 3579 3579 16848 3579 3579 16848 3579 3579 3579 16848 16848
2368502,196
2596803,None
1392208,None
3003100,None
2856127,24852 21903 21903 21903
519545,11520 37022 12549 19934 35535 20632 19613 45007 34126 34126 20588 38650
2420371,None
851966,None
3036174,24852
924741,19660
2175668,None
1985545,31717
1738735,1940 30696 42460 30696 43772 43772 27323 27323 27323
2408763,None
459538,27845 21137 13176
1717129,None
942062,9421
2100375,39276 8230 8230 8230
618007,13176 27966 19057 19057
1236702,4210 4210 27086 4210 4210
1600071,329 13176 47209 5876 5876 31717 31717 31717 31717 31717 31717 31717 26209 31717 26209
685642,41276 24852 33452 33452
2239609,46804
1809979,47209
355106,47141 47141 47141 47141 47141 47141 47141 47141 47141 47141 47141 47141 47141 47141 47141 47141 47141 13966 16696 49139 49139 47141 19348 19348 19348 19348 44234 44234 19348 19348
1044295,13176 43352 43352
1481844,None
530587,24852 47626 47626 47626 28842 28842 28842 28842 28842 28842 28842 28842 28842
1792027,31912
12846,21709
3370431,35921 47626 10749 10749
1029420,None
2224188,9411 16014 4778 26649 24852
2411897,40332 40332 40332 1338 12094 12232 49381 24852
3002265,29487 24852
1333257,38689 24852 21903 21903
3151359,21903
1568556,None
2203197,13176 5479
179678,24852
288826,38689 24852 27845 27845 27845 27845
1426464,21137
2552732,2120 38739 33198 33198
816384,47626 47626 47626 44142 44142 44142
66818,44632 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221 35221
37143,1940 1940
404707,24964
3136926,None
1887542,None
2928133,16797 16797 16797 28199
2547770,24852 24852 33787 33787
703389,24852 21137 21137 21137
1311833,None
1642898,32655 21903
217240,None
14232,4210 26604 28204 29487 47626 47626
3201207,24852 40332
3240363,13176 24024 24024 21137 21137 21137 42265
1349323,44632 44632 11712
1900405,21261
2394684,24852 21137 21137 21137 21137 45007 45007 45007 45007 45007 45007
2421800,38928
2087658,None
335853,28842 24852
834500,27845 13176
1919104,24852 38689 38689 21137 21137 21137 21137
3343771,24852 21137
2840972,24852 43460 23957 11080 23957 11080 23957 1671 28199
1050436,10957 18987 18987 44799 36186 36186 27203 30278
1447830,24852 27845 45066 21137
2962455,13176 29447 29447 21137 21137 21137 21137
2777467,13176
1893705,47766 42265 42265 24799 24799 36865 36865 36865
867607,13176 27845 27845 16083 21137 21903 21903 21903 21903
764548,19660
2682331,36107 31964 1831
2734937,46149
850450,24852
2579244,27979 28014
2716502,24184 24184 24184 5450 26209 26209
3210307,24852 5450 26604 5450 5450 1181 1181 1181 5450 21137 26604 26604
409389,13176 3957
65432,None
1742773,None
1710675,None
2679167,None
3337268,22935 24964 24964 24964 24964 24964
352173,19348 31958
617956,2536 8223
355281,4605 4605 24852 47766
2618671,19660 24852 20345 20345
2785141,None
2119378,13176
2827271,None
163264,24852 35951 35951 5479 47766 21903 47626 47626 47626
1286338,None
958890,13176 30233 32655 13166 38739 38739 365 365 365 365 365 365 365 365 365 365 365 38739 365 365 38739 365 365 38739 365 365 365 38739 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365 365
853874,27845 45763 42265 42265 42265 30489 42585 42265 40311
1403449,21903 8571
2821848,23909 23909 23909 23909 16696 16696 16696 16696 16696 16696 16696 23909 16696 23909 24852
2225572,None
14484,20248 42360 33651 33651
3374549,27845 35383 35383 21137
179012,47626 24852 45066 45066 45066 45066
2533146,11091 21100 26348 8397 8397 8397 8397 8397 32650
1983594,7781 7781 31764 37067
1310936,21505 40153
2433811,44177 44177 44177 44177 40332 40332 40332 40332 40332 40332 40332 40332 40332 40332
2304739,24852 21903 17948 17948
1961576,26165
96842,40174 24852
2172762,8859 33198 5782 5782 5782 5782 5782
410117,24852 47766 47626 47626 26209 4605 26209 4605 31553
1999190,27845 13176 27845 27845 27845 27845 27845
622474,24852 6789 44177 44177 11750 40009 44177 40009 40009 40009 24852 40009 24852 36101 35042 24852
230856,None
3159578,47766 21903 21903
901005,33198 27966 27966 27966 47209 47209 47209 27966 47209 47209 21137 21137 21137
418548,None
3262630,19660
2246616,15424
387482,None
1232093,47766
1464173,6846 4687 34702 47141
859776,35951 47209 47209 17948 17948 47209 47209 17948 17948 17948 24489 17948 17948 24489 24489 17948 24489 24489 24489 24489 24489 24489 24489 24489 24489 24489 24489 24489 24489 24489 24489 24489 24489 24489 46802 24489 24489 24489 24489 24489 24489 46802 24489
2928413,13176 46979 21927 21927 14999 14999 21927 21927 11461 44987 3800 11461
1298590,47209
1565051,None
2558117,24852
1302616,24852 33754 18523 18523 18523 28204
2969816,21137
545296,1463 29447 1463 22035
2374394,24852 16797
1537855,None
1283764,21903
1206724,43352
1827016,13176 47209 47209 47209
179559,47209 47209 13176 47209 47209 47209 47209 47209 21137 21137 5876 5876 44359
3353633,13176 21903 4920 4920
532790,48241 14974 46660
1513935,9290 31231 5640 5640 32331 9124 3661 22017 3661 3661 3661 3661 3661 3661 3661 2435 46817 26629
287097,None
2134024,21137 21137 22935 24964 24964
1639842,27845 13176 27845 27845 27845 27845 27845 27845
1479518,42992
3033953,47626 15290 47626
3080139,27845 27845 27845
330303,None
737333,17293 17293 17293 19816 19816
3122115,13176 43352 43352 21137
3408294,None
640034,40396 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124 22124
1729633,None
690376,36929 47993
2755100,None
1704837,47141 29615 30233 43772 43772 4595 33198 33198 33198 21333 5077 33198
1902973,13176 19660 47209 19660 24489 30489 30489 24489
2937962,2962
1739975,13176 21903 21903 21903 21903 21903 21903 42265 42265 42265 42265 42265 42265 39275 39275 39275
1656249,None
2052532,47766
1403052,27086 24852 28204 28204 28204 28204
1006580,24852 287 287
2638149,24852 7286 32214
1322448,1185 2405 34027 11944 11944 29859 48705 34594
2394625,10957
3037429,1511 1511 1511
622344,24852 32655 5450 5450 5450 44632
1657493,47766 21903 21903
28187,43352 43352 43352
2113603,17207 42282
933784,24852 27845 27845 4605 4605
2234897,47209 47209 47209 47209 18689
686666,None
2431444,24852 47766 41787 41787 41787 41787 41787 16797 16797 16797 16797 16797 16797
1067767,21463 21463 21463 21463 21463 21463 21463 21463
2630426,13870 34295 12075 42265
1827269,13176
1500778,13176 47209 47209 24838 27966 27966 3957
2041529,None
49826,44799 44799 44799 44799
2132085,6454 5681
1789166,27845 27845 27845
2304685,38768
278241,13176 47209 47209 47209 47209 21137 21137
651458,24852
1664205,21709 4895 11123 47209 24852 29345 34217 34217 22559 31461 29345 31461 31461 31461 31461 31461 31461 34217 10145 10145 10145 10145 10145 10145 10145 34217 34217
614846,13176 47209 47209 5876 24964 24964 24964 24964 24964 24964 24964 24964 24964 24964 24964 24964 24964 24964 31717
1768924,6631 24852 23102 21376 27945 21376 38608 23248 31683 41844 38608
631101,47626 24852 26209
351785,13176 47209 47209 47209 47209 47209 47209 47209 21137 21137 21137 5876 5876 5876 5876 5876
936571,39121 8859
286864,196
3056837,None
3357874,13166 13176
3340950,20082 24852 27845 21137 21137 21137
3192032,19348 29615
3174609,None
2781385,24852 16797 16797 16797 16797 16797 16797 16797 16797 16797
1452869,None
2857720,24852 27845 27845 47766 47766 47766 21903 21903 48679 48679 48679 48679 21903 47766
933020,21137
1427241,35951
2845566,27845 13176 27845 27845 27845 23044 23044 27845 27845
2829831,None
2038552,32467 16759 16759
2302946,39225 26032 16848 38944 38944
1929849,5479 5876 5876 13176 5876 34126 34126 34126 34126 34126 34126 34126 34126 34126 34126 34126
2713268,35951 21137 24852
1625637,24852 47766 47766 47766 47766 47766 8424 8424 8424
688353,None
841577,44632 14947 13176 47209 47209 47209 47626 47626 47626 47626 26209
3049560,13176 43352 43352 43352
2908138,27086 27086 23102 9018 44142 47626
56946,24852 11520 47766
1439501,24852 21903
2534731,24852 5077 5077 5077 5077 5077 5077
918310,13176 27966 27966 47209 47209 21137
1680661,277
226975,34243
602224,30489 30489 24852
803970,27845 27845
2394101,45763 15290 15290 15290 26209 26209
310482,5785 5785 5785 5785
1164750,47209 33198 14233 33198 3957 47209
2457468,11520 47766 47766 47766 47766 21137
266242,27845 1940 21137 21137 21137
2890145,38689
1035465,None
421295,196
3254629,21137
2563487,5479
259991,None
2223400,None
943869,39180
3219733,47766 44632 45066 8424 8424 8424 8424
3092029,24852 3431 22882 4778 22882 22882 22882 22882
2999222,44632 44632
902227,13176
205341,5479 47766 47766 13198
2410641,11759
964393,13176 49235 1940 40706 40706
3097087,11422 42445 16249 16759 39812
624377,32655 32655 5450 21903 24184 24184 24184 30391 6046 30391 30489
1366384,None
1790877,17530 48453 13596 7808
835568,13249 24852
2307008,None
2192848,46913 40406 45968
350598,24852 34940 34940 49139
1199343,11759 39275 39275
677348,None
3063620,47766 47766 47766 47766 47766 47766 26209 26209 26209 47626 47626
1917254,44632 12576
1477002,40396 40396 25705 25705 25705 25705 25705 25705 25705 25705 25705 25705 25705 25705 25705 25705 47626 47626 47626
314659,24852 16797 16797 38689 16797
795697,4932 27744 27323 17835 17044
1961908,None
572625,None
1585361,46088
888604,47626 47626 24852
1876517,13176 33198 33198
2067464,None
2430573,13176 47209 47209 47209 47209 47209 47209 47209 47209 47209 21137 42265
1690951,4962 19354 38544 19354
427563,47141 47626
2150739,46654
1021025,None
142204,5479 47766 47766 24852 47626 47626
797175,24852 28204 28204 28204
2260533,33198
2237048,30827
365221,37919
229118,None
392869,47209 47209
3324667,47209 47209 47209
704440,24852 27845 27845 47766 21137 21137 8424
2280120,None
1458041,24852 47766 47766
819164,24852 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204 28204
1086747,13176 27966 47209 47209 47209 47209 47209 47209 47209 47209 47209 47209 47209 47209 5876 5876 5876 5876 5876 46979 46979 46979 46979 46979 46979
2283129,24852 47626
1206744,None
2641468,24852
3121787,27307 16797 48527 32403 27307 24852 48527 48527 48527 20919 20919 27360 27360 27360
2712610,5785 13176 47209
1279433,48370 48370 48370 32691
1643660,47209 47209 47209 21903 22935 22935 21903
2096706,47766 432
2136298,17924
1000267,5258
406152,24852 45066 35221 35221
1287919,None
854083,None
2879370,3957 33642 25987 22353
1613600,40332 5025 5818 5818
574905,None
1831694,None
2753883,None
1057635,13176 5785 27086 5479
3285632,24852 35079 35079 38739 38739 14719 14413 27502 27502 38985 38985 38985 38985 38985 21137 21137
2565667,29244 48765 24852 13269 1387 12196 32099
184496,24852 27086 28204 28204 28204 28204 28204 28204 28204
285451,22935 17794
